V: 32, 52, 247, 158, 14, 51, 176, 174, 107, 239, 148, 133, 50, 2, 27, 172, 235, 17, 106, 223, 38, 22, 71, 135, 3, 190, 198, 177, 115, 41, 241, 204
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 4
V: 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 128
V: 0, 96, 128, 96, 64, 82, 96, 4, 54, 16, 97, 0, 63, 87, 96, 0, 53, 96, 224, 28, 128, 99, 1, 255, 201, 167, 20, 97, 0, 68, 87, 128
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 129
V: 0, 99, 34, 137, 81, 24, 20, 97, 0, 164, 87, 128, 99, 98, 31, 209, 48, 20, 97, 1, 186, 87, 128, 99, 197, 242, 137, 47, 20, 97, 2, 68
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 130
V: 0, 87, 91, 96, 0, 128, 253, 91, 52, 128, 21, 97, 0, 80, 87, 96, 0, 128, 253, 91, 80, 97, 0, 144, 96, 4, 128, 54, 3, 96, 32, 129
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 131
V: 0, 16, 21, 97, 0, 103, 87, 96, 0, 128, 253, 91, 80, 53, 127, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 132
V: 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 97, 2, 107, 86, 91, 96, 64, 128, 81, 145, 21, 21, 130, 82, 81
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 133
V: 0, 144, 129, 144, 3, 96, 32, 1, 144, 243, 91, 97, 1, 184, 96, 4, 128, 54, 3, 96, 128, 129, 16, 21, 97, 0, 186, 87, 96, 0, 128, 253
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 134
V: 0, 91, 129, 1, 144, 96, 32, 129, 1, 129, 53, 100, 1, 0, 0, 0, 0, 129, 17, 21, 97, 0, 213, 87, 96, 0, 128, 253, 91, 130, 1, 131
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 135
V: 0, 96, 32, 130, 1, 17, 21, 97, 0, 231, 87, 96, 0, 128, 253, 91, 128, 53, 144, 96, 32, 1, 145, 132, 96, 1, 131, 2, 132, 1, 17, 100
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 136
V: 5, 1, 0, 0, 0, 0, 131, 17, 23, 21, 97, 1, 9, 87, 96, 0, 128, 253, 91, 145, 147, 144, 146, 144, 145, 96, 32, 129, 1, 144, 53, 100
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 137
V: 5, 1, 0, 0, 0, 0, 129, 17, 21, 97, 1, 39, 87, 96, 0, 128, 253, 91, 130, 1, 131, 96, 32, 130, 1, 17, 21, 97, 1, 57, 87, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 138
V: 1, 0, 128, 253, 91, 128, 53, 144, 96, 32, 1, 145, 132, 96, 1, 131, 2, 132, 1, 17, 100, 1, 0, 0, 0, 0, 131, 17, 23, 21, 97, 1
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 139
V: 1, 91, 87, 96, 0, 128, 253, 91, 145, 147, 144, 146, 144, 145, 96, 32, 129, 1, 144, 53, 100, 1, 0, 0, 0, 0, 129, 17, 21, 97, 1, 121
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 140
V: 0, 87, 96, 0, 128, 253, 91, 130, 1, 131, 96, 32, 130, 1, 17, 21, 97, 1, 139, 87, 96, 0, 128, 253, 91, 128, 53, 144, 96, 32, 1, 145
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 141
V: 0, 132, 96, 1, 131, 2, 132, 1, 17, 100, 1, 0, 0, 0, 0, 131, 17, 23, 21, 97, 1, 173, 87, 96, 0, 128, 253, 91, 145, 147, 80, 145
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 142
V: 0, 80, 53, 97, 3, 4, 86, 91, 0, 91, 52, 128, 21, 97, 1, 198, 87, 96, 0, 128, 253, 91, 80, 97, 1, 207, 97, 16, 181, 86, 91, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 143
V: 1, 64, 128, 81, 96, 32, 128, 130, 82, 131, 81, 129, 131, 1, 82, 131, 81, 145, 146, 131, 146, 144, 131, 1, 145, 133, 1, 144, 128, 131, 131, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 144
V: 1, 0, 91, 131, 129, 16, 21, 97, 2, 9, 87, 129, 129, 1, 81, 131, 130, 1, 82, 96, 32, 1, 97, 1, 241, 86, 91, 80, 80, 80, 80, 144
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 145
V: 0, 80, 144, 129, 1, 144, 96, 31, 22, 128, 21, 97, 2, 54, 87, 128, 130, 3, 128, 81, 96, 1, 131, 96, 32, 3, 97, 1, 0, 10, 3, 25
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 146
V: 0, 22, 129, 82, 96, 32, 1, 145, 80, 91, 80, 146, 80, 80, 80, 96, 64, 81, 128, 145, 3, 144, 243, 91, 52, 128, 21, 97, 2, 80, 87, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 147
V: 1, 0, 128, 253, 91, 80, 97, 2, 89, 97, 16, 199, 86, 91, 96, 64, 128, 81, 145, 130, 82, 81, 144, 129, 144, 3, 96, 32, 1, 144, 243, 91
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 148
V: 0, 96, 0, 127, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 149
V: 4, 0, 0, 0, 0, 130, 22, 127, 1, 255, 201, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 150
V: 8, 0, 0, 0, 0, 0, 0, 0, 0, 20, 128, 97, 2, 254, 87, 80, 127, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 151
V: 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 22, 127, 133, 100, 9, 7, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 152
V: 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 91, 146, 145, 80, 80, 86, 91, 96, 48
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 153
V: 0, 134, 20, 97, 3, 93, 87, 96, 64, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 154
V: 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3, 130, 82, 96, 38, 129, 82, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 155
V: 1, 32, 1, 128, 97, 24, 5, 96, 38, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253, 91, 96, 32, 132, 20, 97, 3
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 156
V: 1, 182, 87, 96, 64, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 157
V: 7, 0, 0, 0, 0, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3, 130, 82, 96, 54, 129, 82, 96, 32, 1, 128, 97
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 158
V: 2, 23, 156, 96, 54, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253, 91, 96, 96, 130, 20, 97, 4, 15, 87, 96, 64
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 159
V: 0, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 160
V: 3, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3, 130, 82, 96, 41, 129, 82, 96, 32, 1, 128, 97, 24, 120, 96, 41
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 161
V: 0, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253, 91, 103, 13, 224, 182, 179, 167, 100, 0, 0, 52, 16, 21, 97, 4
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 162
V: 1, 112, 87, 96, 64, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 163
V: 7, 0, 0, 0, 0, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3, 130, 82, 96, 38, 129, 82, 96, 32, 1, 128, 97
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 164
V: 2, 24, 82, 96, 38, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253, 91, 99, 59, 154, 202, 0, 52, 6, 21, 97, 4
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 165
V: 1, 205, 87, 96, 64, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 166
V: 7, 0, 0, 0, 0, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3, 130, 82, 96, 51, 129, 82, 96, 32, 1, 128, 97
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 167
V: 2, 23, 210, 96, 51, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253, 91, 99, 59, 154, 202, 0, 52, 4, 103, 255, 255
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 168
V: 6, 255, 255, 255, 255, 255, 255, 129, 17, 21, 97, 5, 53, 87, 96, 64, 81, 127, 8, 195, 121, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 169
V: 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 82, 96, 4, 1, 128, 128, 96, 32, 1, 130, 129, 3
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 170
V: 0, 130, 82, 96, 39, 129, 82, 96, 32, 1, 128, 97, 24, 43, 96, 39, 145, 57, 96, 64, 1, 145, 80, 80, 96, 64, 81, 128, 145, 3, 144, 253
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 171
V: 0, 91, 96, 96, 97, 5, 64, 130, 97, 20, 186, 86, 91, 144, 80, 127, 100, 155, 188, 98, 208, 227, 19, 66, 175, 234, 78, 92, 216, 45, 64, 73
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 172
V: 16, 231, 225, 238, 145, 47, 192, 136, 154, 167, 144, 128, 59, 227, 144, 56, 197, 137, 137, 137, 137, 133, 138, 138, 97, 5, 117, 96, 32, 84, 97, 20
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 173
V: 1, 186, 86, 91, 96, 64, 128, 81, 96, 160, 128, 130, 82, 129, 1, 137, 144, 82, 144, 129, 144, 96, 32, 130, 1, 144, 130, 1, 96, 96, 131, 1
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 174
V: 0, 96, 128, 132, 1, 96, 192, 133, 1, 142, 142, 128, 130, 132, 55, 96, 0, 131, 130, 1, 82, 96, 31, 1, 127, 255, 255, 255, 255, 255, 255, 255
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 175
V: 25, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 224, 22, 144, 145, 1, 135, 129
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 176
V: 0, 3, 134, 82, 140, 129, 82, 96, 32, 1, 144, 80, 140, 140, 128, 130, 132, 55, 96, 0, 131, 130, 1, 129, 144, 82, 96, 31, 144, 145, 1, 127
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 177
V: 31, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 178
V: 1, 224, 22, 144, 146, 1, 136, 129, 3, 134, 82, 140, 81, 129, 82, 140, 81, 96, 32, 145, 130, 1, 147, 145, 142, 1, 146, 80, 144, 129, 144, 132
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 179
V: 0, 144, 132, 144, 91, 131, 129, 16, 21, 97, 6, 72, 87, 129, 129, 1, 81, 131, 130, 1, 82, 96, 32, 1, 97, 6, 48, 86, 91, 80, 80, 80
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 180
V: 0, 80, 144, 80, 144, 129, 1, 144, 96, 31, 22, 128, 21, 97, 6, 117, 87, 128, 130, 3, 128, 81, 96, 1, 131, 96, 32, 3, 97, 1, 0, 10
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 181
V: 0, 3, 25, 22, 129, 82, 96, 32, 1, 145, 80, 91, 80, 134, 129, 3, 131, 82, 136, 129, 82, 96, 32, 1, 137, 137, 128, 130, 132, 55, 96, 0
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 182
V: 0, 131, 130, 1, 129, 144, 82, 96, 31, 144, 145, 1, 127, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 183
V: 13, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 224, 22, 144, 146, 1, 136, 129, 3, 132, 82, 137, 81, 129, 82, 137, 81, 96, 32, 145
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 184
V: 0, 130, 1, 147, 145, 139, 1, 146, 80, 144, 129, 144, 132, 144, 132, 144, 91, 131, 129, 16, 21, 97, 6, 239, 87, 129, 129, 1, 81, 131, 130, 1
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 185
V: 0, 82, 96, 32, 1, 97, 6, 215, 86, 91, 80, 80, 80, 80, 144, 80, 144, 129, 1, 144, 96, 31, 22, 128, 21, 97, 7, 28, 87, 128, 130, 3
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 186
V: 0, 128, 81, 96, 1, 131, 96, 32, 3, 97, 1, 0, 10, 3, 25, 22, 129, 82, 96, 32, 1, 145, 80, 91, 80, 157, 80, 80, 80, 80, 80, 80
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 187
V: 0, 80, 80, 80, 80, 80, 80, 80, 80, 96, 64, 81, 128, 145, 3, 144, 161, 96, 0, 96, 2, 138, 138, 96, 0, 96, 128, 27, 96, 64, 81, 96
K: 80, 91, 197, 250, 186, 158, 22, 244, 39, 111, 133, 220, 198, 184, 196, 37, 196, 170, 83, 13, 248, 137, 214, 145, 207, 141, 22, 250, 127, 178, 242, 188
V: 1, 32, 1, 128, 132, 132, 128, 130, 132, 55, 127, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0
